date,county,deaths,fips,new_deaths
2020-04-08,cecil,1,24015,0
2020-04-08,charles,2,24017,0
2020-04-08,dorchester,0,24019,0
2020-04-08,frederick,4,24021,0
2020-04-08,garrett,0,24023,0
2020-04-08,harford,0,24025,0
2020-04-08,howard,3,24027,0
2020-04-08,kent,0,24029,0
2020-04-08,montgomery,26,24031,5
2020-04-08,prince_georges,32,24033,6
2020-04-08,queen_annes,0,24035,0
2020-04-08,somerset,0,24039,0
2020-04-08,st_marys,0,24037,0
2020-04-08,talbot,1,24041,1
2020-04-08,washington,0,24043,0
2020-04-08,wicomico,1,24045,0
2020-04-08,worcester,0,24047,0
2020-04-08,unknown,0,NA,0
2020-04-09,allegany,0,24001,0
2020-04-09,anne_arundel,12,24003,1
2020-04-09,baltimore,16,24005,3
2020-04-09,baltimore_city,13,24510,3
2020-04-09,calvert,1,24009,0
2020-04-09,caroline,0,24011,0
2020-04-09,carroll,18,24013,0
2020-04-09,cecil,1,24015,0
2020-04-09,charles,3,24017,1
2020-04-09,dorchester,0,24019,0
2020-04-09,frederick,4,24021,0
2020-04-09,garrett,0,24023,0
2020-04-09,harford,0,24025,0
2020-04-09,howard,4,24027,1
2020-04-09,kent,0,24029,0
2020-04-09,montgomery,29,24031,3
2020-04-09,prince_georges,35,24033,3
2020-04-09,queen_annes,0,24035,0
2020-04-09,somerset,0,24039,0
2020-04-09,st_marys,0,24037,0
2020-04-09,talbot,1,24041,0
2020-04-09,washington,0,24043,0
2020-04-09,wicomico,1,24045,0
2020-04-09,worcester,0,24047,0
2020-04-09,unknown,0,NA,0
2020-04-10,allegany,0,24001,0
2020-04-10,anne_arundel,16,24003,4
2020-04-10,baltimore,21,24005,5
2020-04-10,baltimore_city,17,24510,4
2020-04-10,calvert,1,24009,0
2020-04-10,caroline,0,24011,0
2020-04-10,carroll,19,24013,1
2020-04-10,cecil,1,24015,0
2020-04-10,charles,4,24017,1
2020-04-10,dorchester,0,24019,0
2020-04-10,frederick,9,24021,5
2020-04-10,garrett,0,24023,0
2020-04-10,harford,0,24025,0
2020-04-10,howard,5,24027,1
2020-04-10,kent,0,24029,0
2020-04-10,montgomery,34,24031,5
2020-04-10,prince_georges,42,24033,7
2020-04-10,queen_annes,0,24035,0
2020-04-10,somerset,0,24039,0
2020-04-10,st_marys,0,24037,0
2020-04-10,talbot,1,24041,0
2020-04-10,washington,0,24043,0
2020-04-10,wicomico,1,24045,0
2020-04-10,worcester,0,24047,0
2020-04-10,unknown,0,NA,0
2020-04-11,allegany,0,24001,0
2020-04-11,anne_arundel,19,24003,3
2020-04-11,baltimore,26,24005,5
2020-04-11,baltimore_city,22,24510,5
2020-04-11,calvert,1,24009,0
2020-04-11,caroline,0,24011,0
2020-04-11,carroll,25,24013,6
2020-04-11,cecil,1,24015,0
2020-04-11,charles,5,24017,1
2020-04-11,dorchester,0,24019,0
2020-04-11,frederick,11,24021,2
2020-04-11,garrett,0,24023,0
2020-04-11,harford,1,24025,1
2020-04-11,howard,6,24027,1
2020-04-11,kent,0,24029,0
2020-04-11,montgomery,36,24031,2
2020-04-11,prince_georges,50,24033,8
2020-04-11,queen_annes,0,24035,0
2020-04-11,somerset,0,24039,0
2020-04-11,st_marys,0,24037,0
2020-04-11,talbot,1,24041,0
2020-04-11,washington,1,24043,1
2020-04-11,wicomico,1,24045,0
2020-04-11,worcester,0,24047,0
2020-04-11,unknown,0,NA,0
2020-04-12,allegany,0,24001,0
2020-04-12,anne_arundel,27,24003,8
2020-04-12,baltimore,30,24005,4
2020-04-12,baltimore_city,24,24510,2
2020-04-12,calvert,1,24009,0
2020-04-12,caroline,0,24011,0
2020-04-12,carroll,25,24013,0
2020-04-12,cecil,1,24015,0
2020-04-12,charles,9,24017,4
2020-04-12,dorchester,0,24019,0
2020-04-12,frederick,12,24021,1
2020-04-12,garrett,0,24023,0
2020-04-12,harford,0,24025,0
2020-04-12,howard,6,24027,0
2020-04-12,kent,0,24029,0
2020-04-12,montgomery,42,24031,6
2020-04-12,prince_georges,55,24033,5
2020-04-12,queen_annes,0,24035,0
2020-04-12,somerset,0,24039,0
2020-04-12,st_marys,0,24037,0
2020-04-12,talbot,1,24041,0
2020-04-12,washington,1,24043,0
2020-04-12,wicomico,1,24045,0
2020-04-12,worcester,0,24047,0
2020-04-12,unknown,0,NA,0
2020-04-13,allegany,0,24001,0
2020-04-13,anne_arundel,29,24003,2
2020-04-13,baltimore,31,24005,1
2020-04-13,baltimore_city,26,24510,2
2020-04-13,calvert,1,24009,0
2020-04-13,caroline,0,24011,0
2020-04-13,carroll,28,24013,3
2020-04-13,cecil,1,24015,0
2020-04-13,charles,10,24017,1
2020-04-13,dorchester,1,24019,1
2020-04-13,frederick,12,24021,0
2020-04-13,garrett,0,24023,0
2020-04-13,harford,0,24025,0
2020-04-13,howard,8,24027,2
2020-04-13,kent,0,24029,0
2020-04-13,montgomery,48,24031,6
2020-04-13,prince_georges,63,24033,8
2020-04-13,queen_annes,0,24035,0
2020-04-13,somerset,0,24039,0
2020-04-13,st_marys,1,24037,1
2020-04-13,talbot,1,24041,0
2020-04-13,washington,1,24043,0
2020-04-13,wicomico,1,24045,0
2020-04-13,worcester,0,24047,0
2020-04-13,unknown,0,NA,0
2020-04-14,allegany,0,24001,0
2020-04-14,anne_arundel,32,24003,3
2020-04-14,baltimore,41,24005,10
2020-04-14,baltimore_city,29,24510,3
2020-04-14,calvert,1,24009,0
2020-04-14,caroline,0,24011,0
2020-04-14,carroll,29,24013,1
2020-04-14,cecil,2,24015,1
2020-04-14,charles,12,24017,2
2020-04-14,dorchester,1,24019,0
2020-04-14,frederick,14,24021,2
2020-04-14,garrett,0,24023,0
2020-04-14,harford,0,24025,0
2020-04-14,howard,9,24027,1
2020-04-14,kent,0,24029,0
2020-04-14,montgomery,54,24031,6
2020-04-14,prince_georges,72,24033,9
2020-04-14,queen_annes,0,24035,0
2020-04-14,somerset,0,24039,0
2020-04-14,st_marys,3,24037,2
2020-04-14,talbot,1,24041,0
2020-04-14,washington,1,24043,0
2020-04-14,wicomico,1,24045,0
2020-04-14,worcester,0,24047,0
2020-04-14,unknown,0,NA,0
2020-04-15,allegany,1,24001,1
2020-04-15,anne_arundel,25,24003,0
2020-04-15,baltimore,27,24005,0
2020-04-15,baltimore_city,25,24510,0
2020-04-15,calvert,1,24009,0
2020-04-15,caroline,0,24011,0
2020-04-15,carroll,20,24013,0
2020-04-15,cecil,2,24015,0
2020-04-15,charles,11,24017,0
2020-04-15,dorchester,1,24019,0
2020-04-15,frederick,20,24021,6
2020-04-15,garrett,0,24023,0
2020-04-15,harford,0,24025,0
2020-04-15,howard,9,24027,0
2020-04-15,kent,1,24029,1
2020-04-15,montgomery,44,24031,0
2020-04-15,prince_georges,65,24033,0
2020-04-15,queen_annes,1,24035,1
2020-04-15,somerset,0,24039,0
2020-04-15,st_marys,1,24037,0
2020-04-15,talbot,1,24041,0
2020-04-15,washington,0,24043,0
2020-04-15,wicomico,1,24045,0
2020-04-15,worcester,0,24047,0
2020-04-15,unknown,93,NA,93
2020-04-16,allegany,1,24001,0
2020-04-16,anne_arundel,29,24003,4
2020-04-16,baltimore,31,24005,4
2020-04-16,baltimore_city,31,24510,6
2020-04-16,calvert,1,24009,0
2020-04-16,caroline,0,24011,0
2020-04-16,carroll,21,24013,1
2020-04-16,cecil,2,24015,0
2020-04-16,charles,13,24017,2
2020-04-16,dorchester,1,24019,0
2020-04-16,frederick,22,24021,2
2020-04-16,garrett,0,24023,0
2020-04-16,harford,0,24025,0
2020-04-16,howard,10,24027,1
2020-04-16,kent,1,24029,0
2020-04-16,montgomery,56,24031,12
2020-04-16,prince_georges,70,24033,5
2020-04-16,queen_annes,1,24035,0
2020-04-16,somerset,0,24039,0
2020-04-16,st_marys,1,24037,0
2020-04-16,talbot,1,24041,0
2020-04-16,washington,1,24043,1
2020-04-16,wicomico,1,24045,0
2020-04-16,worcester,0,24047,0
2020-04-16,unknown,98,NA,5
2020-04-17,allegany,1,24001,0
2020-04-17,anne_arundel,34,24003,5
2020-04-17,baltimore,37,24005,6
2020-04-17,baltimore_city,38,24510,7
2020-04-17,calvert,2,24009,1
2020-04-17,caroline,0,24011,0
2020-04-17,carroll,25,24013,4
2020-04-17,cecil,2,24015,0
2020-04-17,charles,15,24017,2
2020-04-17,dorchester,1,24019,0
2020-04-17,frederick,23,24021,1
2020-04-17,garrett,0,24023,0
2020-04-17,harford,0,24025,0
2020-04-17,howard,10,24027,0
2020-04-17,kent,1,24029,0
2020-04-17,montgomery,63,24031,7
2020-04-17,prince_georges,77,24033,7
2020-04-17,queen_annes,1,24035,0
2020-04-17,somerset,0,24039,0
2020-04-17,st_marys,1,24037,0
2020-04-17,talbot,1,24041,0
2020-04-17,washington,1,24043,0
2020-04-17,wicomico,1,24045,0
2020-04-17,worcester,0,24047,0
2020-04-17,unknown,91,NA,0
2020-04-18,allegany,1,24001,0
2020-04-18,anne_arundel,34,24003,0
2020-04-18,baltimore,38,24005,1
2020-04-18,baltimore_city,40,24510,2
2020-04-18,calvert,2,24009,0
2020-04-18,caroline,0,24011,0
2020-04-18,carroll,26,24013,1
2020-04-18,cecil,3,24015,1
2020-04-18,charles,16,24017,1
2020-04-18,dorchester,1,24019,0
2020-04-18,frederick,23,24021,0
2020-04-18,garrett,0,24023,0
2020-04-18,harford,0,24025,0
2020-04-18,howard,10,24027,0
2020-04-18,kent,1,24029,0
2020-04-18,montgomery,70,24031,7
2020-04-18,prince_georges,85,24033,8
2020-04-18,queen_annes,2,24035,1
2020-04-18,somerset,0,24039,0
2020-04-18,st_marys,1,24037,0
2020-04-18,talbot,1,24041,0
2020-04-18,washington,3,24043,2
2020-04-18,wicomico,1,24045,0
2020-04-18,worcester,0,24047,0
2020-04-18,unknown,105,NA,14
2020-04-19,allegany,1,24001,0
2020-04-19,anne_arundel,40,24003,6
2020-04-19,baltimore,44,24005,6
2020-04-19,baltimore_city,46,24510,6
2020-04-19,calvert,3,24009,1
2020-04-19,caroline,0,24011,0
2020-04-19,carroll,27,24013,1
2020-04-19,cecil,3,24015,0
2020-04-19,charles,17,24017,1
2020-04-19,dorchester,1,24019,0
2020-04-19,frederick,25,24021,2
2020-04-19,garrett,0,24023,0
2020-04-19,harford,1,24025,1
2020-04-19,howard,11,24027,1
2020-04-19,kent,1,24029,0
2020-04-19,montgomery,80,24031,10
2020-04-19,prince_georges,98,24033,13
2020-04-19,queen_annes,2,24035,0
2020-04-19,somerset,0,24039,0
2020-04-19,st_marys,2,24037,1
2020-04-19,talbot,1,24041,0
2020-04-19,washington,3,24043,0
2020-04-19,wicomico,3,24045,2
2020-04-19,worcester,0,24047,0
2020-04-19,unknown,77,NA,0
2020-04-20,allegany,1,24001,0
2020-04-20,anne_arundel,42,24003,2
2020-04-20,baltimore,44,24005,0
2020-04-20,baltimore_city,49,24510,3
2020-04-20,calvert,3,24009,0
2020-04-20,caroline,0,24011,0
2020-04-20,carroll,30,24013,3
2020-04-20,cecil,3,24015,0
2020-04-20,charles,19,24017,2
2020-04-20,dorchester,1,24019,0
2020-04-20,frederick,25,24021,0
2020-04-20,garrett,0,24023,0
2020-04-20,harford,1,24025,0
2020-04-20,howard,12,24027,1
2020-04-20,kent,1,24029,0
2020-04-20,montgomery,89,24031,9
2020-04-20,prince_georges,103,24033,5
2020-04-20,queen_annes,2,24035,0
2020-04-20,somerset,0,24039,0
2020-04-20,st_marys,2,24037,0
2020-04-20,talbot,1,24041,0
2020-04-20,washington,3,24043,0
2020-04-20,wicomico,3,24045,0
2020-04-20,worcester,0,24047,0
2020-04-20,unknown,82,NA,5
2020-04-21,allegany,2,24001,1
2020-04-21,anne_arundel,45,24003,3
2020-04-21,baltimore,51,24005,7
2020-04-21,baltimore_city,54,24510,5
2020-04-21,calvert,4,24009,1
2020-04-21,caroline,0,24011,0
2020-04-21,carroll,31,24013,1
2020-04-21,cecil,3,24015,0
2020-04-21,charles,22,24017,3
2020-04-21,dorchester,1,24019,0
2020-04-21,frederick,28,24021,3
2020-04-21,garrett,0,24023,0
2020-04-21,harford,1,24025,0
2020-04-21,howard,12,24027,0
2020-04-21,kent,1,24029,0
2020-04-21,montgomery,99,24031,10
2020-04-21,prince_georges,111,24033,8
2020-04-21,queen_annes,2,24035,0
2020-04-21,somerset,0,24039,0
2020-04-21,st_marys,3,24037,1
2020-04-21,talbot,1,24041,0
2020-04-21,washington,3,24043,0
2020-04-21,wicomico,2,24045,0
2020-04-21,worcester,0,24047,0
2020-04-21,unknown,108,NA,26
2020-04-22,allegany,3,24001,1
2020-04-22,anne_arundel,49,24003,4
2020-04-22,baltimore,58,24005,7
2020-04-22,baltimore_city,58,24510,4
2020-04-22,calvert,5,24009,1
2020-04-22,caroline,0,24011,0
2020-04-22,carroll,32,24013,1
2020-04-22,cecil,5,24015,2
2020-04-22,charles,29,24017,7
2020-04-22,dorchester,1,24019,0
2020-04-22,frederick,29,24021,1
2020-04-22,garrett,0,24023,0
2020-04-22,harford,2,24025,1
2020-04-22,howard,13,24027,1
2020-04-22,kent,1,24029,0
2020-04-22,montgomery,110,24031,11
2020-04-22,prince_georges,125,24033,14
2020-04-22,queen_annes,2,24035,0
2020-04-22,somerset,0,24039,0
2020-04-22,st_marys,3,24037,0
2020-04-22,talbot,1,24041,0
2020-04-22,washington,3,24043,0
2020-04-22,wicomico,2,24045,0
2020-04-22,worcester,0,24047,0
2020-04-22,unknown,100,NA,0
2020-04-23,allegany,3,24001,0
2020-04-23,anne_arundel,54,24003,5
2020-04-23,baltimore,62,24005,4
2020-04-23,baltimore_city,60,24510,2
2020-04-23,calvert,6,24009,1
2020-04-23,caroline,0,24011,0
2020-04-23,carroll,34,24013,2
2020-04-23,cecil,5,24015,0
2020-04-23,charles,31,24017,2
2020-04-23,dorchester,2,24019,1
2020-04-23,frederick,30,24021,1
2020-04-23,garrett,0,24023,0
2020-04-23,harford,2,24025,0
2020-04-23,howard,14,24027,1
2020-04-23,kent,1,24029,0
2020-04-23,montgomery,121,24031,11
2020-04-23,prince_georges,141,24033,16
2020-04-23,queen_annes,2,24035,0
2020-04-23,somerset,0,24039,0
2020-04-23,st_marys,4,24037,1
2020-04-23,talbot,1,24041,0
2020-04-23,washington,3,24043,0
2020-04-23,wicomico,3,24045,1
2020-04-23,worcester,0,24047,0
2020-04-23,unknown,101,NA,1
2020-04-24,allegany,3,24001,0
2020-04-24,anne_arundel,56,24003,2
2020-04-24,baltimore,65,24005,3
2020-04-24,baltimore_city,65,24510,5
2020-04-24,calvert,8,24009,2
2020-04-24,caroline,0,24011,0
2020-04-24,carroll,34,24013,0
2020-04-24,cecil,5,24015,0
2020-04-24,charles,33,24017,2
2020-04-24,dorchester,2,24019,0
2020-04-24,frederick,35,24021,5
2020-04-24,garrett,0,24023,0
2020-04-24,harford,3,24025,1
2020-04-24,howard,14,24027,0
2020-04-24,kent,2,24029,1
2020-04-24,montgomery,135,24031,14
2020-04-24,prince_georges,147,24033,6
2020-04-24,queen_annes,3,24035,1
2020-04-24,somerset,0,24039,0
2020-04-24,st_marys,6,24037,2
2020-04-24,talbot,1,24041,0
2020-04-24,washington,3,24043,0
2020-04-24,wicomico,3,24045,0
2020-04-24,worcester,0,24047,0
2020-04-24,unknown,100,NA,0
2020-04-25,allegany,3,24001,0
2020-04-25,anne_arundel,62,24003,6
2020-04-25,baltimore,69,24005,4
2020-04-25,baltimore_city,72,24510,7
2020-04-25,calvert,7,24009,0
2020-04-25,caroline,0,24011,0
2020-04-25,carroll,36,24013,2
2020-04-25,cecil,5,24015,0
2020-04-25,charles,34,24017,1
2020-04-25,dorchester,2,24019,0
2020-04-25,frederick,39,24021,4
2020-04-25,garrett,0,24023,0
2020-04-25,harford,4,24025,1
2020-04-25,howard,15,24027,1
2020-04-25,kent,3,24029,1
2020-04-25,montgomery,152,24031,17
2020-04-25,prince_georges,162,24033,15
2020-04-25,queen_annes,3,24035,0
2020-04-25,somerset,0,24039,0
2020-04-25,st_marys,6,24037,0
2020-04-25,talbot,1,24041,0
2020-04-25,washington,3,24043,0
2020-04-25,wicomico,4,24045,1
2020-04-25,worcester,0,24047,0
2020-04-25,unknown,115,NA,15
2020-04-26,allegany,3,24001,0
2020-04-26,anne_arundel,63,24003,1
2020-04-26,baltimore,71,24005,2
2020-04-26,baltimore_city,73,24510,1
2020-04-26,calvert,7,24009,0
2020-04-26,caroline,0,24011,0
2020-04-26,carroll,36,24013,0
2020-04-26,cecil,5,24015,0
2020-04-26,charles,34,24017,0
2020-04-26,dorchester,2,24019,0
2020-04-26,frederick,39,24021,0
2020-04-26,garrett,0,24023,0
2020-04-26,harford,4,24025,0
2020-04-26,howard,15,24027,0
2020-04-26,kent,3,24029,0
2020-04-26,montgomery,160,24031,8
2020-04-26,prince_georges,163,24033,1
2020-04-26,queen_annes,3,24035,0
2020-04-26,somerset,0,24039,0
2020-04-26,st_marys,6,24037,0
2020-04-26,talbot,1,24041,0
2020-04-26,washington,3,24043,0
2020-04-26,wicomico,4,24045,0
2020-04-26,worcester,0,24047,0
2020-04-26,unknown,132,NA,17
2020-04-27,allegany,4,24001,1
2020-04-27,anne_arundel,66,24003,3
2020-04-27,baltimore,87,24005,16
2020-04-27,baltimore_city,82,24510,9
2020-04-27,calvert,7,24009,0
2020-04-27,caroline,0,24011,0
2020-04-27,carroll,37,24013,1
2020-04-27,cecil,5,24015,0
2020-04-27,charles,36,24017,2
2020-04-27,dorchester,2,24019,0
2020-04-27,frederick,42,24021,3
2020-04-27,garrett,0,24023,0
2020-04-27,harford,4,24025,0
2020-04-27,howard,16,24027,1
2020-04-27,kent,4,24029,1
2020-04-27,montgomery,190,24031,30
2020-04-27,prince_georges,187,24033,24
2020-04-27,queen_annes,3,24035,0
2020-04-27,somerset,0,24039,0
2020-04-27,st_marys,6,24037,0
2020-04-27,talbot,1,24041,0
2020-04-27,washington,3,24043,0
2020-04-27,wicomico,5,24045,1
2020-04-27,worcester,0,24047,0
2020-04-27,unknown,71,NA,0
2020-04-28,allegany,5,24001,1
2020-04-28,anne_arundel,70,24003,4
2020-04-28,baltimore,94,24005,7
2020-04-28,baltimore_city,83,24510,1
2020-04-28,calvert,8,24009,1
2020-04-28,caroline,0,24011,0
2020-04-28,carroll,44,24013,7
2020-04-28,cecil,6,24015,1
2020-04-28,charles,38,24017,2
2020-04-28,dorchester,2,24019,0
2020-04-28,frederick,42,24021,0
2020-04-28,garrett,0,24023,0
2020-04-28,harford,6,24025,2
2020-04-28,howard,17,24027,1
2020-04-28,kent,4,24029,0
2020-04-28,montgomery,201,24031,11
2020-04-28,prince_georges,195,24033,8
2020-04-28,queen_annes,4,24035,1
2020-04-28,somerset,0,24039,0
2020-04-28,st_marys,7,24037,1
2020-04-28,talbot,1,24041,0
2020-04-28,washington,3,24043,0
2020-04-28,wicomico,5,24045,0
2020-04-28,worcester,1,24047,1
2020-04-28,unknown,93,NA,22
2020-04-29,allegany,6,24001,1
2020-04-29,anne_arundel,75,24003,5
2020-04-29,baltimore,104,24005,10
2020-04-29,baltimore_city,94,24510,11
2020-04-29,calvert,8,24009,0
2020-04-29,caroline,0,24011,0
2020-04-29,carroll,45,24013,1
2020-04-29,cecil,8,24015,2
2020-04-29,charles,41,24017,3
2020-04-29,dorchester,2,24019,0
2020-04-29,frederick,45,24021,3
2020-04-29,garrett,0,24023,0
2020-04-29,harford,6,24025,0
2020-04-29,howard,18,24027,1
2020-04-29,kent,4,24029,0
2020-04-29,montgomery,218,24031,17
2020-04-29,prince_georges,213,24033,18
2020-04-29,queen_annes,4,24035,0
2020-04-29,somerset,0,24039,0
2020-04-29,st_marys,7,24037,0
2020-04-29,talbot,1,24041,0
2020-04-29,washington,3,24043,0
2020-04-29,wicomico,7,24045,2
2020-04-29,worcester,2,24047,1
2020-04-29,unknown,74,NA,0
2020-04-30,allegany,7,24001,1
2020-04-30,anne_arundel,83,24003,8
2020-04-30,baltimore,110,24005,6
2020-04-30,baltimore_city,104,24510,10
2020-04-30,calvert,8,24009,0
2020-04-30,caroline,0,24011,0
2020-04-30,carroll,46,24013,1
2020-04-30,cecil,8,24015,0
2020-04-30,charles,43,24017,2
2020-04-30,dorchester,2,24019,0
2020-04-30,frederick,49,24021,4
2020-04-30,garrett,0,24023,0
2020-04-30,harford,6,24025,0
2020-04-30,howard,18,24027,0
2020-04-30,kent,5,24029,1
2020-04-30,montgomery,229,24031,11
2020-04-30,prince_georges,229,24033,16
2020-04-30,queen_annes,6,24035,2
2020-04-30,somerset,0,24039,0
2020-04-30,st_marys,7,24037,0
2020-04-30,talbot,1,24041,0
2020-04-30,washington,4,24043,1
2020-04-30,wicomico,7,24045,0
2020-04-30,worcester,2,24047,0
2020-04-30,unknown,73,NA,0
2020-05-01,allegany,7,24001,0
2020-05-01,anne_arundel,82,24003,0
2020-05-01,baltimore,116,24005,6
2020-05-01,baltimore_city,106,24510,2
2020-05-01,calvert,9,24009,1
2020-05-01,caroline,0,24011,0
2020-05-01,carroll,46,24013,0
2020-05-01,cecil,8,24015,0
2020-05-01,charles,44,24017,1
2020-05-01,dorchester,2,24019,0
2020-05-01,frederick,49,24021,0
2020-05-01,garrett,0,24023,0
2020-05-01,harford,9,24025,3
2020-05-01,howard,18,24027,0
2020-05-01,kent,4,24029,0
2020-05-01,montgomery,236,24031,7
2020-05-01,prince_georges,231,24033,2
2020-05-01,queen_annes,7,24035,1
2020-05-01,somerset,0,24039,0
2020-05-01,st_marys,7,24037,0
2020-05-01,talbot,1,24041,0
2020-05-01,washington,4,24043,0
2020-05-01,wicomico,7,24045,0
2020-05-01,worcester,2,24047,0
2020-05-01,unknown,103,NA,30
2020-05-02,allegany,8,24001,1
2020-05-02,anne_arundel,86,24003,4
2020-05-02,baltimore,125,24005,9
2020-05-02,baltimore_city,117,24510,11
2020-05-02,calvert,10,24009,1
2020-05-02,caroline,0,24011,0
2020-05-02,carroll,46,24013,0
2020-05-02,cecil,8,24015,0
2020-05-02,charles,45,24017,1
2020-05-02,dorchester,2,24019,0
2020-05-02,frederick,52,24021,3
2020-05-02,garrett,0,24023,0
2020-05-02,harford,10,24025,1
2020-05-02,howard,19,24027,1
2020-05-02,kent,4,24029,0
2020-05-02,montgomery,256,24031,20
2020-05-02,prince_georges,257,24033,26
2020-05-02,queen_annes,8,24035,1
2020-05-02,somerset,0,24039,0
2020-05-02,st_marys,7,24037,0
2020-05-02,talbot,1,24041,0
2020-05-02,washington,6,24043,2
2020-05-02,wicomico,10,24045,3
2020-05-02,worcester,2,24047,0
2020-05-02,unknown,77,NA,0
2020-05-03,allegany,12,24001,4
2020-05-03,anne_arundel,88,24003,2
2020-05-03,baltimore,133,24005,8
2020-05-03,baltimore_city,120,24510,3
2020-05-03,calvert,10,24009,0
2020-05-03,caroline,0,24011,0
2020-05-03,carroll,46,24013,0
